store_name,address,state,county,lat,lng,service_level
Alternatives,"4200 W Michigan Ave, Ste 100
Kalamazoo, MI 49006",Michigan,Kalamazoo,42.2774,-85.641,2
Metro West Women's Health Services,67 Union St,Massachusetts,Middlesex,42.2802,-71.3352,4
Melvindale Crisis Pregnancy Center,"17729 Flint St
Melvindale, MI 48122",Michigan,Wayne,42.2819,-83.1749,2
Pregnancy Help Boston,"61 South Ave
Natick, MA 01760",Massachusetts,Middlesex,42.2855,-71.3439,2
Birthright of Framingham,"79A Main St
Framingham, MA 01702",Massachusetts,Middlesex,42.2974,-71.4241,1
Alternatives,"1346 W Columbia Ave, Ste 106
Battle Creek, MI 49015",Michigan,Calhoun,42.2979,-85.2224,2
Freeport Pregnancy Center,"222 W Exchange St, Ste 111
Freeport, IL 61032",Illinois,Stephenson,42.2981,-89.6233,2
Birthright of Sidney,"21 Liberty St
Sidney, NY13838",New York,Delaware,42.3172,-75.3905,1
ArborWoman Health,"24 Frank Lloyd Wright Dr, Ste 2200 
Ann Arbor, MI 48106",Michigan,Washtenaw,42.3175,-83.6828,2
Northland Family Planning- Westland Abortion Clinic,35000 Ford Rd,Michigan,Wayne,42.3251,-83.3842,4
Project Hope St. Frances Cabrini Clinic,"1234 Porter St
Detroit, MI 48226",Michigan,Wayne,42.3295,-83.0611,1
Planned Parenthood- Hornell Health Center,111 Seneca Street,New York,Steuben,42.3321,-77.6607,4
PRC of the Valleys,"22 Liberty St Bath, NY 14810",New York,Steuben,42.3342,-77.3183,1
Women's Health Services,111 Harvard St,Massachusetts,Norfolk,42.3368,-71.121,4
Informed Choices Pregnancy & Parenting,"888 E Belvidere Rd, Unit #124
Grayslake, IL 60030",Illinois,Lake,42.3379,-88.0248,2
Reproductive Health Care Services for Women,1180 Beacon Street,Massachusetts,Norfolk,42.3438,-71.1146,4
Your Options Medical,"1180 Beacon St, Ste 5D Brookline, MA 02446",Massachusetts,Norfolk,42.3443,-71.1147,2
Birthright of Marlborough,"277 Main St
Marlborough, MA 01752",Massachusetts,Berkshire,42.3471,-71.5531,1
First Concern Pregnancy Resource Center,"91 Main St, Ste 101
Marlborough, MA 01752",Massachusetts,Middlesex,42.3474,-71.546,1
Pregnancy Help Boston,"77 Warren St Brighton, MA 02135",Massachusetts,Suffolk,42.3487,-71.143,2
The Lennon Pregnancy Center,"24275 Ann Arbor Trail
Dearborn Heights, MI 48127",Michigan,Wayne,42.3498,-83.2758,2
Planned Parenthood- Detroit Health Center,4229 Cass Ave,Michigan,Wayne,42.3508,-83.0638,4
Boston Center for Pregnancy Choices,"120 Lincoln St, Ste 1A
Boston, MA 02111",Massachusetts,Suffolk,42.3514,-71.0581,1
Planned Parenthood- Greater Boston Health Center,1055 Commonwealth Avenue,Massachusetts,Suffolk,42.3526,-71.1229,4
The Pregnancy Center,"2019 Aero Way, Ste 103
Medford, OR 97504",Oregon,Jackson,42.3664,-122.861,2
Image of God Crisis Pregnancy Center,"4151 Seminole 
Detroit, MI 48214",Michigan,Wayne,42.3712,-83.0058,2
Aid for Women,"4606 Old Grand Ave
Gurnee, IL 60031",Illinois,Lake,42.3715,-87.917,2
Aid for Women,"1334 N Lewis Ave 
Waukegan, IL 60085",Illinois,Lake,42.3787,-87.8561,2
1st Way Life Center,"3714 Fairview Ave 
Johnsburg, IL 60051",Illinois,McHenry,42.3821,-88.2375,2
AAA Pregnancy Resource Center,"32080 Schoolcraft Rd
Livonia, MI 48150",Michigan,Wayne,42.3837,-83.3607,2
Care Net Pregnancy Center Detroit,"13864 Grand River Ave
Detroit, MI 48227",Michigan,Wayne,42.3864,-83.1812,2
Redford Pregnancy Care Center,"25545 W Five Mile Rd
Redford, MI 48239",Michigan,Wayne,42.3994,-83.2945,1
Your Options Medical,"97 Broadway
Revere, MA 02151",Massachusetts,Suffolk,42.4049,-71.0161,2
Detroit Pregnancy Test & Help Center,"15651 W McNichols Rd
Detroit, MI 48221",Michigan,Wayne,42.4156,-83.2019,1
Summit Medical Center- Detroit Abortion Clinic,15801 W. McNichols Road,Michigan,Wayne,42.4158,-83.2023,4
First Concern Pregnancy Resource Center,"46 High St 
Clinton, MA 01510",Massachusetts,Worcester,42.4168,-71.6853,1
Birthright of Ithaca,"223 Elmira Rd, Ste 1 Ithaca, NY 14850",New York,Tompkins,42.4288,-76.5056,1
Scotsdale Women's Center,19305 W 7 Mile Rd,Michigan,Wayne,42.4299,-83.2242,4
Family Resource Center of Zion,"3452 Sheridan Rd
Zion, IL 60099",Illinois,Lake,42.4316,-87.826,2
Pregnancy Care Center,"714 SE 8th St
Grants Pass, OR 97526",Oregon,Josephine,42.4341,-123.327,2
Ithaca Pregnancy Center,"210 W Green St Ithaca, NY 14850",New York,Tompkins,42.4388,-76.5015,2
Planned Parenthood- Ithaca Health Center,620 West Seneca Street,New York,Tompkins,42.4403,-76.5095,4
New Direction Women's Center,"25 1st St
Pittsfield, MA 01201",Massachusetts,Berkshire,42.4486,-73.2511,2
Women's Center of Michigan- Detroit,15650 East 8 Mile Road,Michigan,Wayne,42.4499,-82.96,4
Eastland Women's Clinic,15921 East 8 Mile Road,Michigan,Macomb,42.4504,-82.957,4
Pregnancy Aid,"15847 E 8 Mile Rd
Eastpointe, MI 48021",Michigan,Macomb,42.4506,-82.9579,2
"Pregnancy Support Services of Berkshire County, Inc","34 Depot St, Rm 204
Pittsfield, MA 01201",Massachusetts,Berkshire,42.4507,-73.2543,1
Her Health Women’s Center,"5732 Sunnybrook Dr
Sioux City, IA 51106",Iowa,Woodbury,42.4517,-96.3318,2
Gianna House,"21357 Redmond Ave
Eastpointe, MI 48021",Michigan,Macomb,42.456,-82.9571,2
Beginnings Pregnancy Resource Center ,"415 E John St
O'Neill, NE 68763",Nebraska,Holt,42.4622,-98.647,2
Tri-County Crisis Pregnancy Center,"17 S Water St Gowanda, NY 14070",New York,Erie,42.4627,-78.9349,1
Problem Pregnancy Center,"24500 Southfield Rd
Southfield, MI 48075",Michigan,Oakland,42.47,-83.2205,2
Mary's Choice,"4415 Stone Ave
Sioux City, IA 51106",Iowa,Woodbury,42.4794,-96.3497,2
Women's Center of Michigan- Southfield,28505 Southfield Rd,Michigan,Oakland,42.4811,-83.2215,4
Alternatives Pregnancy Center,"1006 Decathlon Dr
Waterloo, IA 50701",Iowa,Black Hawk,42.4918,-92.3776,2
Delton Women's Center,"503 S Grove St
Delton, MI 49046",Michigan,Barry,42.496,-85.4081,1
Care Net Pregnancy Center Berkley,"2826 Coolidge Hwy
Berkley, MI 48072",Michigan,Oakland,42.498,-83.1834,2
Heartbeat Pregnancy Help Center,"113 Winn St
Burlington, MA 01803",Massachusetts,Middlesex,42.4991,-71.1814,1
A Woman's Pregnancy Choice,"31700 W 12 Mile Rd, Ste 102
Farmington Hills, MI 48334",Michigan,Oakland,42.4996,-83.362,2
Northland Family Planning Center- Southfield Abortion Clinic,24450 Evergreen Rd,Michigan,Oakland,42.501,-83.2418,4
North Shore Women's Center,480 Lynnfield St,Massachusetts,Essex,42.5011,-70.9787,4
Birthright of Dubuque,"221 W 9th St
Dubuque, IA 52001",Iowa,Dubuque,42.5018,-90.6682,1
Women's Center of Michigan- Warren Center,28477 Hoover Rd,Michigan,Macomb,42.5034,-83.0068,4
Birthright of Black Hawk County,"4113 University Ave Cedar Falls, IA 50613",Iowa,Black Hawk,42.5053,-92.407,1
Clarity Clinic,"3365 Hillcrest Rd
Dubuque, IA 52002",Iowa,Dubuque,42.5073,-90.7227,2
Planned Parenthood- Cedar Falls Health Center*,2520 Melrose Drive,Iowa,Black Hawk,42.515,-92.4312,4
The Lighthouse Center of Hope,"409 Washington Ave
Iowa Falls, IA 50126",Iowa,Hardin,42.5194,-93.2623,1
Care Net Pregnancy Center of Penn Yan,"12 Main St
Dundee, NY 14837",New York,Yates,42.523,-76.9764,1
C.H.O.I.C.E.S.,"12109 Old Olean Rd Yorkshire, NY 14173",New York,Cattaraugus,42.525,-78.473,1
Postive Options,"114 Chestnut St
Allegan, MI 49010",Michigan,Allegan,42.5283,-85.8505,2
Willow Womens Clinic,"2680 Prairie Ave
Beloit, WI 53511",Wisconsin,Rock,42.5436,-89.0122,2
Women's Center of Michigan- Sterling Heights,11474 15 Mile Rd,Michigan,Macomb,42.5516,-83.0106,4
West Bloomfield Michigan Abortion,6765 Orchard Lake Rd,Michigan,Oakland,42.5577,-83.3614,4
Women's Center of Michigan- West Bloomfield Center,6765 Orchard Lake Rd,Michigan,Oakland,42.5577,-83.3614,4
Planned Parenthood- Twin Falls Health Center*,200 Second Ave N.,Idaho,Twin Falls,42.5578,-114.4705,4
Sage Women's Center,"718 Shoshone St E
Twin Falls, ID 83301",Idaho,Twin Falls,42.56,-114.464,2
Pregnancy Help Clinic,"7743 Grand River Ave, Ste 101
Brighton, MI 48114",Michigan,Livingston,42.5633,-83.7968,2
Choices of Life Center,"6700 30th Ave
Kenosha, WI 53142",Wisconsin,Kenosha,42.573,-87.8457,2
Compassion Pregnancy Center,"37540 S Gratiot, Ste 100
Clinton Township, MI 48036",Michigan,Macomb,42.5735,-82.8887,2
Northland Family Planning Center- Sterling Heights Abortion Clinic,3810 17 Mile Rd,Michigan,Macomb,42.579,-83.0722,4
CareNet Family Resource Center,"6105 22nd Ave
Kenosha, WI 53143",Wisconsin,Kenosha,42.5792,-87.8353,2
"Care Net Pregnancy Resource Center of North Central Massachusetts, Inc.","515 Main St, Ste 1000
Fitchburg, MA 01420",Massachusetts,Worcester,42.5834,-71.8,2
Alternatives Pregnancy Center,"466 Main St
Greenfield, MA 01301",Massachusetts,Franklin,42.5876,-72.5969,1
Care Net Pregnancy Center of Green County,"1512 11th St Monroe, WI 53566",Wisconsin,Green,42.601,-89.6405,1
Cortland Pregnancy Center,"4 Church St Cortland, NY 13045",New York,Cortland,42.6015,-76.1784,2
Crossroads Care Center,"3205 S Blvd
Auburn Hills, MI 48326",Michigan,Oakland,42.6212,-83.2256,2
Project Hope CCSE Pontiac Office,"76 Williams St
Pontiac, MI 48341",Michigan,Oakland,42.6355,-83.2992,1
Birthright of Macomb County,"8076 21 Mile Rd
Shelby Township, MI 48317",Michigan,Oceana,42.6402,-83.0317,1
Alpha Women's Center,"838 W Green St
Hastings, MI 49058",Michigan,Barry,42.6446,-85.2996,1
Next Step Pregnancy Center,"263 Cesar E Chavez
Pontiac, MI 48342",Michigan,Oakland,42.6457,-83.3006,1
Cornerstone for Life,"800 Oneida St, Ste 4
Storm Lake, IA 50588",Iowa,Buena Vista,42.6471,-95.1958,2
Pregnancy Care Center,"158 Mammoth Rd
Lowell, MA 01854",Massachusetts,Middlesex,42.652,-71.336,1
Pregnancy Services,"6810 S Cedar St, Ste C
Lansing, MI 48911",Michigan,Ingham,42.6583,-84.5372,2
Care Net Pregnancy Center of Penn Yan,"162 Main St, Ste 1 Penn Yan, NY 14527",New York,Yates,42.6626,-77.0552,2
Alpha Pregnancy Care Center,"518 Clinton Ave Albany, NY 12206",New York,Albany,42.6645,-73.7682,1
Pregnancy Helpline of Walworth County,"28 S Wisconsin St
Elkhorn, WI 53121",Wisconsin,Walworth,42.671,-88.5436,2
Life Choices Inc.,"324 Pine St
Burlington, WI 53105",Wisconsin,Racine,42.6725,-88.2704,2
Planned Parenthood- Albany Health Center,855 Central Ave,New York,Albany,42.6808,-73.7886,4
Planned Parenthood- Cobleskill Health Center,109 Legion Drive,New York,Schoharie,42.6809,-74.4807,4
Pregnancy Helpline and Resource Center,"21 S Jackson St, Ste C
Janesville, WI 53548",Wisconsin,Rock,42.681,-89.0261,2
Pregnancy Care Center,"124 Ames St
Lawrence, MA 01841",Massachusetts,Essex,42.7002,-71.1823,1
WomenCare of Lansing,840 E Mount Hope Avenue,Michigan,Ingham,42.7119,-84.5404,4
PRC of the Valleys,"115 Main St Mt. Morris, NY 14510",New York,Livingston,42.7242,-77.8728,2
Choices of Life Center,"729 Grand Ave
Racine, WI 53403",Wisconsin,Racine,42.725,-87.7879,2
Planned Parenthood- Troy Health Center,200 Broadway,New York,Rensselaer,42.7315,-73.6912,4
Pregnancy Services,"1045 E Grand River Ave
East Lansing, MI 48823",Michigan,Ingham,42.7317,-84.4699,2
Clarity Clinic,"185 E Pine St
Platteville, WI 53818",Wisconsin,Grant,42.7323,-90.476,2
Planned Parenthood- Lansing Health Center,300 N. Clippert,Michigan,Ingham,42.7364,-84.5069,4
Shared Pregnancy Women's Center,"831 N Washington Ave
Lansing, MI 48906",Michigan,Clinton,42.7432,-84.5525,2
Real Options,"110 Main St Nashua, NH 03060",New Hampshire,Hillsborough,42.7621,-71.4656,2
Merrimack Valley Women's Health Services,288 Groveland St,Massachusetts,Essex,42.7676,-71.0472,4
Alpha Pregnancy Care Center,"159B Remsen St Cohoes, NY 12047",New York,Albany,42.7724,-73.7006,2
Pregnancy Care Center,"120 Bellevue Ave
Haverhill, MA 01830",Massachusetts,Essex,42.778,-71.0935,1
Catholic Charities West Michigan,"456 Century Lane
Holland, MI 49423",Michigan,Ottawa,42.7808,-86.0871,1
Alpha Family Center of Lake Odessa,"1040 Fourth Ave
Lake Odessa, MI 48849",Michigan,Ionia,42.7834,-85.1379,2
Positive Options,"339 S River Ave
Holland, MI 49423",Michigan,Ottawa,42.7846,-86.1087,2
Her Health Women's Center,"25 Plymouth St NW
Le Mars, IA 51031",Iowa,Plymouth,42.7933,-96.1657,2
Planned Parenthood- Schenectady,1040 State Street,New York,Schenectady,42.8014,-73.9286,4
Alpha Pregnancy Care Center,"967 Albany St Schenectady, NY 12307",New York,Schenectady,42.8027,-73.931,2
Birthright of Schenectady,"12 Jay St, Ste 1 Schenectady, NY 12305",New York,Schenectady,42.8158,-73.9409,1
Oxford Pregnancy Center,"35 N Washington St
Oxford, MI 48371",Michigan,Oakland,42.8256,-83.2661,2
Birthright of Chadron,"803 E 3rd St, Ste 3
Chadron, NE 69337",Nebraska,Dawes,42.8283,-102.991,1
True Care Women's Resource Center,"1746 S Poplar St
Casper, WY 82601",Wyoming,Natrona,42.8327,-106.338,2
Branches Pregnancy Resource Center,"26 Birge St
Brattleboro, VT 05301",Vermont,Brattleboro,42.846,-72.5641,2
Compassion and Hope Pregnancy Center,"845 S 9th St, Ste B
Pocatello, ID 83209",Idaho,Bannock,42.8613,-112.434,1
Life's Connection,"307 S Rochester St
Mukwonago, WI 53159",Wisconsin,Kenosha,42.8615,-88.3315,2
Family Hope Center,"551 S Exchange St Geneva, NY 14456",New York,Ontario,42.8663,-76.9819,2
Hope Choice Pregnancy Centers and Mentoring Programs,"209 E Magnolia St
Pinedale, WY 82941",Wyoming,Sublette,42.8676,-109.858,2
True North Pregnancy Resourse Center,"128 North St
Bennington, VT 05201",Vermont,Bennington,42.8792,-73.1973,2
Planned Parenthood- Bennington Health Center*,194 North Street,Vermont,Bennington,42.881,-73.1971,4
Planned Parenthood- Canandaigua Health Center,15 Lafayette Ave,New York,Ontario,42.8861,-77.2779,4
Birthright of Derry,"37 Crystal Ave, Unit 10 Derry, NH 03038",New Hampshire,Rockingham,42.8882,-71.3265,1
Care Net Pregnancy Center of Canandaigua,"120 N Main St, Ste 28 Canandaigua, NY 14424",New York,Ontario,42.8912,-77.285,1
Pregnancy Care Center of Cayuga County,"75 Genesee St, Floor 2 Auburn, NY 13021",New York,Cayuga,42.932,-76.5667,1
Alpha Grand Rapids,"1725 Division Ave S
Grand Rapids, MI 49507",Michigan,Kent,42.9323,-85.6674,2
Planned Parenthood- Keene Health Center*,8 Middle Street,New Hampshire,Cheshire,42.9343,-72.2811,4
Alpha Family Center of Lowell,"519 E Main St
Lowell, MI 49331",Michigan,Kent,42.9356,-85.3331,2
Alpha Pregnancy Care Center,"1050 Riverfront Center Amsterdam, NY 12010",New York,Montgomery,42.9366,-74.1893,1
Buffalo Womenservices,2500 Main St,New York,Erie,42.9367,-78.8423,4
Pregnancy Resource Center of the Monadnock Region,"100 Washington St Keene, NH 03431",New Hampshire,Cheshire,42.9369,-72.2776,2
Planned Parenthood- Buffalo Health Center,2697 Main Street,New York,Erie,42.9405,-78.8372,4
Pregnancy Resource Center,"415 Cherry St SE
Grand Rapids, MI 49503",Michigan,Kent,42.9596,-85.6585,2
Planned Parenthood- Irwin/Martin Health Center,425 Cherry St. SE,Michigan,Kent,42.9597,-85.6581,4
CompassCare,"1230 Eggert Rd Buffalo, NY 14226",New York,Erie,42.9618,-78.8042,2
Catholic Charities West Michigan,"40 Jefferson SE Ave
Grand Rapids, MI 49503",Michigan,Kent,42.9619,-85.6636,1
Heritage Clinic for Women,320 Fulton St E,Michigan,Kent,42.963,-85.6613,4
Spero Pregnancy Center,"1211 Griswold St
Port Huron, MI 48060",Michigan,Saint Clair,42.9674,-82.4364,2
Planned Parenthood- Amsterdam Health Center,4803 State Highway,New York,Montgomery,42.9682,-74.2482,4
Birthright of Manchester,"448 Donald St Bedford, NH 03110",New Hampshire,Hillsborough,42.9694,-71.4999,1
HELP Pregnancy Aid,"705 Bridge St NW
Grand Rapids, MI 49504",Michigan,Kent,42.9709,-85.6855,2
Positive Options,"4623 Lake Michigan Dr
Allendale, MI 49401",Michigan,Ottawa,42.9727,-85.8996,2
Flint Pregnancy Care Center,"5154 Miller Rd, Ste H
Flint, MI 48507",Michigan,Genesee,42.9757,-83.7776,1
Answer Center for Women,"2414 E Hemphill Rd
Flint, MI 48529",Michigan,Genesee,42.9805,-83.6567,2
Catholic Charities West Michigan,"601 E Washington St, Ste A Ionia, MI 48846",Michigan,Ionia,42.9845,-85.0493,1
Manchester OB/GYN Associates***,150 Tarrytown Rd,New Hampshire,Hillsborough,42.9848,-71.4354,4
Birthright of Ballston Spa,"1490 Saratoga Rd Ballston Spa, NY 12020",New York,Saratoga,42.9855,-73.8539,1
PSIC: Positive Solutions - Informed Choices,"330 Lovell St
Ionia, MI 48846",Michigan,Ionia,42.9867,-85.0447,2
Milwaukee Birthright,"2025 W Oklahoma Ave, Ste 125
MIlwaukee, WI 53215",Wisconsin,Milwaukee,42.9872,-87.9397,2
All Babies Cherished,"445 Ellicott St Batavia, NY 14020",New York,Genesee,42.9897,-78.175,1
Pregnancy Resource Center of Flint,"3404 S Saginaw St
Flint, MI 48503",Michigan,Genesee,42.9933,-83.6774,2
Real Options,"25 Lowell St, Ste 100 Manchester, NH 03101",New Hampshire,Hillsborough,42.9935,-71.4622,2
Pregnancy Resource Center of Shiawassee County,"224 N Ball St
Owosso, MI 48867",Michigan,Shiawassee,42.9993,-84.1717,2
Planned Parenthood- Batavia Health Center,222 W Main Street,New York,Genesee,43.0011,-78.1935,4
Pennacook Pregnancy Center,"657B Chestnut St Manchester, NH 03104",New Hampshire,Hillsborough,43.0013,-71.4619,1
Planned Parenthood- Manchester Health Center***,24 Pennacook Street,New Hampshire,Hillsborough,43.0016,-71.4632,4
APS Medical,"8501 W Lincoln Ave
West Allis, WI 53209",Wisconsin,Milwaukee,43.0025,-88.0189,2
Planned Parenthood- Flint Health Center,G-3371 Beecher Road,Michigan,Genesee,43.007,-83.7264,4
Life's Connection,"494 W Main St
Waukesha, WI 53186",Wisconsin,Waukesha,43.0104,-88.2365,2
Women's Care Center,"634 W Historic Mitchell St
Milwaukee, WI 53204",Wisconsin,Milwaukee,43.0125,-87.9197,2
Tomorrow's Choice Family Resource Center,"912 Barstow St
Waukesha, WI 53186",Wisconsin,Waukesha,43.0126,-88.2295,2
Heartbeat of Greater Flint,"320 E 4th St
Flint, MI 49502",Michigan,Genesee,43.0146,-83.6846,1
Care Net Pregnancy Center of Central NY ,"12 W St Ilion, NY 13357",New York,Herkimer,43.016,-75.0388,2
SonRays Ministries,"327 N Ellicott Creek Rd Buffalo, NY 14228",New York,Erie,43.0213,-78.8066,1
Planned Parenthood- North Tonawanda Health Center,15 Webster Street,New York,Niagara,43.0223,-78.8775,4
Women's Center of Flint,3422 Flushing Rd,Michigan,Genesee,43.0272,-83.7409,4
Planned Parenthood- Milwaukee- Water Street Health Center***,435 S. Water Street,Wisconsin,Milwaukee,43.0272,-87.9059,3
Sweet Home Medical,2550 Sweet Home Rd,New York,Erie,43.0283,-78.7997,4
ABBA's House Pregnancy Medical Clinic,"2420 Watt Ct
Riverton, WY 82501",Wyoming,Fremont,43.0304,-108.422,2
Azar House Pregnancy Resource Center,"107736 Hwy 89, Rm 14
Etna, WY 83118",Wyoming,Lincoln,43.0307,-111.011,2
Pregnancy Helpline of Boscobel,"1201 S Beaumont Rd
Eastman, WI 54626",Wisconsin,Crawford,43.0359,-91.1455,2
Joan G Lovering Health Center***,559 Portsmouth Ave,New Hampshire,Rockingham,43.0368,-70.8367,4
Women's Support Centers of Milwaukee,"2051 W Wisconsin Ave
Milwaukee, WI 53233",Wisconsin,Milwaukee,43.0383,-87.9394,2
Pregnancy Center of Lapeer,"1715 Imlay City Rd
Lapeer, MI 48446",Michigan,Lapeer,43.0444,-83.2765,2
Impact Pregnancy Resource Center,"2585 Lavelle Rd
Flint, MI 48504",Michigan,Genesee,43.0444,-83.7406,2
Care Net Pregnancy Center of Wayne County,"1141 E Union St Newark, NY 14513",New York,Wayne,43.0456,-77.0753,2
Lifesaver Ministries,"16 E Pine St
Gloversville, NY12078",New York,Fulton,43.0458,-74.3475,1
Planned Parenthood- Syracuse Health Center,1120 E Genesee Street,New York,Onondaga,43.0466,-76.1327,4
Affiliated Medical Services***,1428 N. Farwell Avenue,Wisconsin,Milwaukee,43.0485,-87.8962,3
Women's Care Center,"1441 N Farwell Ave
Milwaukee, WI 53202",Wisconsin,Milwaukee,43.0489,-87.8964,2
Positive Options,"700 Washington Ave, Ste 130
Grand Haven, MI 49417",Michigan,Ottawa,43.0612,-86.2228,2
Alpha Women's Center,"4820 W Lisbon Ave
Milwaukee, WI 53210",Wisconsin,Milwaukee,43.0615,-87.9744,2
New Hope Family Services,"3519 James St Syracuse, NY 13206",New York,Onondaga,43.07,-76.0981,2
Hope for Life Pregnancy Center,"705 N Main St, Ste 3
Charles City , IA 50616",Iowa,Floyd,43.0717,-92.675,2
Birthright of Syracuse,"346 N Midler Ave, Ste 46 Syracuse, NY 13206",New York,Onondaga ,43.0754,-76.1053,1
Planned Parenthood- Wheatfield Health Center,6951 Williams Road,New York,Niagara,43.0847,-78.9397,4
Care Net Pregnancy Center of Central NY ,"730 Lenox Ave, Ste 2 Oneida, NY 13421",New York,Madison,43.087,-75.6693,2
Eyewitness For Life,"3800 N Mayfair Rd, Ste 110
Milwaukee, WI 53222",Wisconsin,Milwaukee,43.0882,-88.0473,2
CareNet Pregnancy Center of Milwaukee,"4957 W Fond du Lac Ave
Milwaukee, WI 53216",Wisconsin,Milwaukee,43.0894,-87.9761,2
Planned Parenthood- Utica Center,1424 Genesee Street,New York,Oneida,43.0942,-75.2467,4
Care Net Pregnancy Center of Central NY,"1418 Genesee St Utica, NY 13502",New York,Oneida,43.0947,-75.2461,2
"Summit Life Outreach Center, Inc.","1622 Pine Ave Niagara Falls, NY 14301",New York,Niagara,43.0953,-79.0415,2
Planned Parenthood- Niagara Falls Office,750 Portage Road,New York,Niagara,43.0962,-79.0498,4
